Timestamp,Rate of Total Requests
2025-03-31 15:53:45.328,0
2025-03-31 15:54:00.328,53.33451854485655
2025-03-31 15:54:15.328,106.67259293499991
2025-03-31 15:54:30.328,168.87041934265204
2025-03-31 15:54:45.328,293.3493342420289
2025-03-31 15:55:00.328,426.6856304724655
2025-03-31 15:55:15.328,497.83318887925867
2025-03-31 15:55:30.328,400.01363014323067
2025-03-31 15:55:45.328,373.35466793094145
2025-03-31 15:56:00.328,293.34400042141675
2025-03-31 15:56:15.328,266.68444562970865
2025-03-31 15:56:30.328,106.66666666666666
2025-03-31 15:56:45.328,80.0053336889126
2025-03-31 15:57:00.328,160.00711142717455
2025-03-31 15:57:15.328,266.6903724775536
2025-03-31 15:57:30.328,480.0059260576161
2025-03-31 15:57:45.328,480.0225198091349
2025-03-31 15:58:00.328,426.67022230123627
2025-03-31 15:58:15.328,266.6874090536311
2025-03-31 15:58:30.328,293.3469637399666
2025-03-31 15:58:45.328,328.86952886674504
2025-03-31 15:59:00.328,320.00296302880804
2025-03-31 15:59:15.328,346.6862233679706
2025-03-31 15:59:30.328,337.8332853421504
2025-03-31 15:59:45.328,339.5337466942241
2025-03-31 16:00:00.328,213.34103733993027
2025-03-31 16:00:15.328,245.5245163175429
2025-03-31 16:00:30.328,220.4966101735211
2025-03-31 16:00:45.328,186.67674130702895
2025-03-31 16:01:00.328,261.1643223018183
2025-03-31 16:01:15.328,426.6903717399996
2025-03-31 16:01:30.328,560.018371042002
2025-03-31 16:01:45.328,479.4764095384137
2025-03-31 16:02:00.328,506.6838524971454
2025-03-31 16:02:15.328,453.3534823769946
2025-03-31 16:02:30.328,453.89422234074334
2025-03-31 16:02:45.328,346.8453452452386
2025-03-31 16:03:00.328,480.01600059261636
2025-03-31 16:03:15.328,400.0308172380544
2025-03-31 16:03:30.328,319.85155225671684
2025-03-31 16:03:45.328,240.01600106673777
2025-03-31 16:04:00.328,320.00711126913933
2025-03-31 16:04:15.328,320.0213347556504
2025-03-31 16:04:30.328,240.00829661235855
2025-03-31 16:04:45.328,160.00888940249988
2025-03-31 16:05:00.328,133.33629636214138
2025-03-31 16:05:15.328,196.6111087999078
2025-03-31 16:05:30.328,249.0975894698189
2025-03-31 16:05:45.328,322.22148143209546
2025-03-31 16:06:00.328,336.740816462588
2025-03-31 16:06:15.328,284.2606340430103
2025-03-31 16:06:30.328,184.47076601702264
2025-03-31 16:06:45.328,26.66844456297087
2025-03-31 16:07:00.328,160.0059261629729
2025-03-31 16:07:15.328,320.01777880499975
2025-03-31 16:07:30.328,346.67851896627326
2025-03-31 16:07:45.328,279.8159920589221
2025-03-31 16:08:00.328,266.674963252686
2025-03-31 16:08:15.328,346.6856307095288
2025-03-31 16:08:30.328,360.20800462232495
2025-03-31 16:08:45.328,346.6862233679706
2025-03-31 16:09:00.328,266.6725927242828
2025-03-31 16:09:15.328,213.34755650376695
2025-03-31 16:09:30.328,398.9030869723136
2025-03-31 16:09:45.328,533.3688912594173
2025-03-31 16:10:00.328,618.7626668246949
2025-03-31 16:10:15.328,401.13249501460905
2025-03-31 16:10:30.328,320.01066706174424
2025-03-31 16:10:45.328,303.3122941890973
2025-03-31 16:11:00.328,266.67259272428277
2025-03-31 16:11:15.328,266.6785191769957
2025-03-31 16:11:30.328,144.62543612080268
2025-03-31 16:11:45.328,133.33925952264545
2025-03-31 16:12:00.328,153.4051868609461
2025-03-31 16:12:15.328,186.43050802257878
2025-03-31 16:12:30.328,160.00533353087212
2025-03-31 16:12:45.328,219.94118400985627
2025-03-31 16:13:00.328,293.58430187337495
2025-03-31 16:13:15.328,400.0177785679364
2025-03-31 16:13:30.328,426.68563047246545
2025-03-31 16:13:45.328,453.3588163029705
2025-03-31 16:14:00.328,373.34162981399595
2025-03-31 16:14:15.328,240.0106671407618
2025-03-31 16:14:30.328,133.33629636214138
2025-03-31 16:14:45.328,240.0136304329707
2025-03-31 16:15:00.328,293.3362963621414
2025-03-31 16:15:15.328,421.31164276135877
2025-03-31 16:15:30.328,400.0047408460929
2025-03-31 16:15:45.328,320.01718614655795
2025-03-31 16:16:00.328,272.0504900108891
2025-03-31 16:16:15.328,240.01303777452893
2025-03-31 16:16:30.328,213.3380741794262
2025-03-31 16:16:45.328,106.67259293499991
2025-03-31 16:17:00.328,53.33511117695737
2025-03-31 16:17:15.328,80.00414837202904
2025-03-31 16:17:30.328,243.93875419453764
2025-03-31 16:17:45.328,373.3582240659911
2025-03-31 16:18:00.328,400.0177785679363
2025-03-31 16:18:15.328,289.4169239858742
2025-03-31 16:18:30.328,266.67259272428277
2025-03-31 16:18:45.328,320.01837146344155
2025-03-31 16:19:00.328,526.1959537784535
2025-03-31 16:19:15.328,533.3623720165577
2025-03-31 16:19:30.328,426.67200011852117
2025-03-31 16:19:45.328,280.30134672652116
2025-03-31 16:20:00.328,186.67259280330038
2025-03-31 16:20:15.328,213.3451858699998
2025-03-31 16:20:30.328,100.20163411038766
2025-03-31 16:20:45.328,80.00237044938564
2025-03-31 16:21:00.328,186.67140761811632
2025-03-31 16:21:15.328,293.3499269004707
2025-03-31 16:21:30.328,373.34577823870154
2025-03-31 16:21:45.328,240.01125990456742
2025-03-31 16:22:00.328,213.34044470782945
2025-03-31 16:22:15.328,133.34103749797077
2025-03-31 16:22:30.328,240.00829661235855
2025-03-31 16:22:45.328,320.0142228543491
2025-03-31 16:23:00.328,373.3380741794262
2025-03-31 16:23:15.328,346.68207475887823
2025-03-31 16:23:30.328,426.6761483588524
2025-03-31 16:23:45.328,453.36415046603094
2025-03-31 16:24:00.328,506.6891861860527
2025-03-31 16:24:15.328,293.3505195589124
2025-03-31 16:24:30.328,293.33629636214135
2025-03-31 16:24:45.328,240.00829661235855
2025-03-31 16:25:00.328,283.1654038336725
2025-03-31 16:25:15.328,186.67733396547072
2025-03-31 16:25:30.328,213.34281534159658
2025-03-31 16:25:45.328,170.1891237193591
2025-03-31 16:26:00.328,240.00533345185448
2025-03-31 16:26:15.328,266.68148233749974
2025-03-31 16:26:30.328,426.6720001185211
2025-03-31 16:26:45.328,453.3635575705048
2025-03-31 16:27:00.328,453.3386667851878
2025-03-31 16:27:15.328,320.0142228543491
2025-03-31 16:27:30.328,293.3333333333333
2025-03-31 16:27:45.328,240.0106671407618
2025-03-31 16:28:00.328,186.67081490699792
2025-03-31 16:28:15.328,182.1477463478156
2025-03-31 16:28:30.328,186.67496333170362
2025-03-31 16:28:45.328,240.01837180587574
2025-03-31 16:29:00.328,244.54173068867135
2025-03-31 16:29:15.328,320.0106670617442
2025-03-31 16:29:30.328,346.6666666666666
2025-03-31 16:29:45.328,293.3428151572151
2025-03-31 16:30:00.328,133.33629636214138
2025-03-31 16:30:15.328,80.0053336889126
2025-03-31 16:30:30.328,160.0053335308721
