Timestamp,Rate of Successful Requests
2025-01-17 03:05:40.024,0
2025-01-17 03:05:55.024,1.9232377289070994
2025-01-17 03:06:10.024,17.62780812809378
2025-01-17 03:06:25.024,31.540159124577528
2025-01-17 03:06:40.024,43.391549622889826
2025-01-17 03:06:55.024,55.632679099040885
2025-01-17 03:07:10.024,78.48877691178284
2025-01-17 03:07:25.024,88.8082182965891
2025-01-17 03:07:40.024,106.76028113157801
2025-01-17 03:07:55.024,123.9493115538257
2025-01-17 03:08:10.024,145.23870017671032
2025-01-17 03:08:25.024,155.4783460156135
2025-01-17 03:08:40.024,172.95663603515393
2025-01-17 03:08:55.024,178.87222297399262
2025-01-17 03:09:10.024,182.12237647381994
2025-01-17 03:09:25.024,190.07100642690529
2025-01-17 03:09:40.024,199.01987945861364
2025-01-17 03:09:55.024,213.64110290645118
2025-01-17 03:10:10.024,222.10354153245447
2025-01-17 03:10:25.024,238.88232388684446
2025-01-17 03:10:40.024,243.0619266626217
2025-01-17 03:10:55.024,252.80606048109092
2025-01-17 03:11:10.024,260.4688356688783
2025-01-17 03:11:25.024,279.61957947397974
2025-01-17 03:11:40.024,294.10782108926054
2025-01-17 03:11:55.024,304.25564486148136
2025-01-17 03:12:10.024,314.1600936662472
2025-01-17 03:12:25.024,318.1087677157302
2025-01-17 03:12:40.024,334.7311188477905
2025-01-17 03:12:55.024,354.68198579936546
2025-01-17 03:13:10.024,365.47603394244777
2025-01-17 03:13:25.024,381.8716745217929
2025-01-17 03:13:40.024,388.8818643875781
2025-01-17 03:13:55.024,403.3024210741393
2025-01-17 03:14:10.024,418.2326460824988
2025-01-17 03:14:25.024,436.52469804286613
2025-01-17 03:14:40.024,453.3446313141801
2025-01-17 03:14:55.024,460.7325263790963
2025-01-17 03:15:10.024,463.3338332761785
2025-01-17 03:15:25.024,479.16026211225335
2025-01-17 03:15:40.024,487.0896614933308
2025-01-17 03:15:55.024,516.0688072578646
2025-01-17 03:16:10.024,526.261940304685
2025-01-17 03:16:25.024,529.5945793094203
2025-01-17 03:16:40.024,545.6856368658188
2025-01-17 03:16:55.024,560.9929469884172
2025-01-17 03:17:10.024,576.8549194487315
2025-01-17 03:17:25.024,588.4637857848697
2025-01-17 03:17:40.024,605.006878473725
2025-01-17 03:17:55.024,613.5983000827695
2025-01-17 03:18:10.024,630.3469758640356
2025-01-17 03:18:25.024,645.7075875571068
2025-01-17 03:18:40.024,671.0677817028015
2025-01-17 03:18:55.024,678.4322891458246
2025-01-17 03:19:10.024,690.347657920129
2025-01-17 03:19:25.024,723.8259250720157
2025-01-17 03:19:40.024,747.2275168477845
2025-01-17 03:19:55.024,761.3683155389019
2025-01-17 03:20:10.024,774.9685525832697
2025-01-17 03:20:25.024,792.3190825221183
2025-01-17 03:20:40.024,800.7950106692358
2025-01-17 03:20:55.024,799.231093142454
2025-01-17 03:21:10.024,796.5112869516122
2025-01-17 03:21:25.024,807.9700612464131
2025-01-17 03:21:40.024,809.313521939557
2025-01-17 03:21:55.024,811.0355520601094
2025-01-17 03:22:10.024,812.8942024089446
2025-01-17 03:22:25.024,800.8551786898
2025-01-17 03:22:40.024,799.9990219497154
2025-01-17 03:22:55.024,797.2136957314949
2025-01-17 03:23:10.024,805.3966389126542
2025-01-17 03:23:25.024,802.953013773435
2025-01-17 03:23:40.024,817.41134075435
2025-01-17 03:23:55.024,832.4885621313449
2025-01-17 03:24:10.024,842.4820435139776
2025-01-17 03:24:25.024,841.493481986222
2025-01-17 03:24:40.024,838.9159314851244
2025-01-17 03:24:55.024,844.2805131976805
2025-01-17 03:25:10.024,847.6762882837842
2025-01-17 03:25:25.024,863.2108992029183
2025-01-17 03:25:40.024,870.4068492226451
2025-01-17 03:25:55.024,875.4246381521048
2025-01-17 03:26:10.024,877.0729937218471
2025-01-17 03:26:25.024,882.3093698820887
2025-01-17 03:26:40.024,893.1232153208665
2025-01-17 03:26:55.024,898.0130831224508
2025-01-17 03:27:10.024,907.0832943130019
2025-01-17 03:27:25.024,901.035689584539
2025-01-17 03:27:40.024,890.98950055012
2025-01-17 03:27:55.024,898.7003389323986
2025-01-17 03:28:10.024,900.8504345613347
2025-01-17 03:28:25.024,914.6257333646494
2025-01-17 03:28:40.024,917.6511422303272
2025-01-17 03:28:55.024,917.7576263793917
2025-01-17 03:29:10.024,905.576392510598
2025-01-17 03:29:25.024,902.6107278369496
2025-01-17 03:29:40.024,910.6484136334811
2025-01-17 03:29:55.024,916.3764291932752
2025-01-17 03:30:10.024,919.9184998671678
2025-01-17 03:30:25.024,925.5974136081568
2025-01-17 03:30:40.024,904.7777222807024
2025-01-17 03:30:55.024,912.3712057939808
2025-01-17 03:31:10.024,926.4955897038795
2025-01-17 03:31:25.024,922.0654064901383
2025-01-17 03:31:40.024,926.1041799921247
2025-01-17 03:31:55.024,937.7454581699203
2025-01-17 03:32:10.024,945.3956915892115
2025-01-17 03:32:25.024,935.9107724888397
2025-01-17 03:32:40.024,935.5412935278353
2025-01-17 03:32:55.024,925.7437950145464
2025-01-17 03:33:10.024,917.9981140446158
2025-01-17 03:33:25.024,909.9442278044929
2025-01-17 03:33:40.024,924.9155992035188
2025-01-17 03:33:55.024,934.4577032035053
2025-01-17 03:34:10.024,911.734106585077
2025-01-17 03:34:25.024,903.9565573709227
2025-01-17 03:34:40.024,897.1726378381398
2025-01-17 03:34:55.024,896.277006951194
2025-01-17 03:35:10.024,909.912546362198
2025-01-17 03:35:25.024,917.0112813952675
2025-01-17 03:35:40.024,921.8897328219119
2025-01-17 03:35:55.024,922.0461101670195
2025-01-17 03:36:10.024,907.2181991639656
2025-01-17 03:36:25.024,906.9247785830348
2025-01-17 03:36:40.024,895.9638804468555
2025-01-17 03:36:55.024,891.6267868470063
2025-01-17 03:37:10.024,906.5512254639625
2025-01-17 03:37:25.024,907.7800796474288
2025-01-17 03:37:40.024,894.8068087039659
2025-01-17 03:37:55.024,886.3831018212974
2025-01-17 03:38:10.024,890.7126626364324
2025-01-17 03:38:25.024,885.0287393281931
2025-01-17 03:38:40.024,877.5315753237342
2025-01-17 03:38:55.024,873.9581898008205
2025-01-17 03:39:10.024,889.8226021765269
2025-01-17 03:39:25.024,884.9230192556952
2025-01-17 03:39:40.024,873.3534976656363
2025-01-17 03:39:55.024,865.0250805154737
2025-01-17 03:40:10.024,865.4113926472112
2025-01-17 03:40:25.024,858.5057984566727
2025-01-17 03:40:40.024,865.7026009063136
2025-01-17 03:40:55.024,863.4371099035719
2025-01-17 03:41:10.024,849.6855101053281
2025-01-17 03:41:25.024,840.0459919660666
2025-01-17 03:41:40.024,834.057098528786
2025-01-17 03:41:55.024,834.605837154531
2025-01-17 03:42:10.024,838.4460220972089
2025-01-17 03:42:25.024,861.7530943867541
2025-01-17 03:42:40.024,848.2986724763717
2025-01-17 03:42:55.024,843.7791696345453
2025-01-17 03:43:10.024,840.534424393964
2025-01-17 03:43:25.024,846.0270573125151
2025-01-17 03:43:40.024,849.2528707559698
2025-01-17 03:43:55.024,860.4853952992581
2025-01-17 03:44:10.024,858.459794170911
2025-01-17 03:44:25.024,860.9188348129909
2025-01-17 03:44:40.024,871.135822181974
2025-01-17 03:44:55.024,862.4900074974075
2025-01-17 03:45:10.024,861.6439708405552
2025-01-17 03:45:25.024,876.477918590185
2025-01-17 03:45:40.024,880.5041317701962
2025-01-17 03:45:55.024,873.8124226750696
2025-01-17 03:46:10.024,873.1916002419148
2025-01-17 03:46:25.024,870.7715938725515
2025-01-17 03:46:40.024,864.5209470764246
2025-01-17 03:46:55.024,854.0087269222897
2025-01-17 03:47:10.024,865.0170140964267
2025-01-17 03:47:25.024,867.6182487502612
2025-01-17 03:47:40.024,880.6110134289163
2025-01-17 03:47:55.024,886.3531322092842
2025-01-17 03:48:10.024,893.6266359416403
2025-01-17 03:48:25.024,881.1152601683118
2025-01-17 03:48:40.024,877.7537143369088
2025-01-17 03:48:55.024,877.5731873552251
2025-01-17 03:49:10.024,877.1278588961918
2025-01-17 03:49:25.024,886.0481598647982
2025-01-17 03:49:40.024,886.7381671160504
2025-01-17 03:49:55.024,883.7960813652012
2025-01-17 03:50:10.024,879.6761428007878
2025-01-17 03:50:25.024,874.2277420667723
2025-01-17 03:50:40.024,880.6784516483924
2025-01-17 03:50:55.024,886.6519137917111
2025-01-17 03:51:10.024,894.1084746480839
2025-01-17 03:51:25.024,897.8304631754712
2025-01-17 03:51:40.024,906.1297297002093
2025-01-17 03:51:55.024,909.3415638354073
2025-01-17 03:52:10.024,920.9199317152566
2025-01-17 03:52:25.024,932.5247318391013
2025-01-17 03:52:40.024,941.7774964362219
2025-01-17 03:52:55.024,936.8748660967334
2025-01-17 03:53:10.024,937.420965858289
2025-01-17 03:53:25.024,940.0433717220072
2025-01-17 03:53:40.024,937.0468320020484
2025-01-17 03:53:55.024,926.0012302800703
2025-01-17 03:54:10.024,939.2796538447932
2025-01-17 03:54:25.024,956.0997653114808
2025-01-17 03:54:40.024,958.4097230179132
2025-01-17 03:54:55.024,947.1088660670938
2025-01-17 03:55:10.024,951.5246180408012
2025-01-17 03:55:25.024,955.6606834816572
2025-01-17 03:55:40.024,948.1286077079795
2025-01-17 03:55:55.024,961.4986623103862
2025-01-17 03:56:10.024,958.9168358326679
2025-01-17 03:56:25.024,971.4849073067304
