Timestamp,Rate of Successful Requests
2025-03-24 00:10:56.778,793.7210863216461
2025-03-24 00:11:11.778,789.7783997075421
2025-03-24 00:11:26.778,787.3524896947171
2025-03-24 00:11:41.778,787.9692610072424
2025-03-24 00:11:56.778,789.2292936889455
2025-03-24 00:12:11.778,791.7709716952573
2025-03-24 00:12:26.778,791.6853097307835
2025-03-24 00:12:41.778,792.9863479441948
2025-03-24 00:12:56.778,791.5979395359703
2025-03-24 00:13:11.778,789.736768701292
2025-03-24 00:13:26.778,791.1883525907926
2025-03-24 00:13:41.778,794.0200818713721
2025-03-24 00:13:56.778,791.8438615376666
2025-03-24 00:14:11.778,788.4814244632921
2025-03-24 00:14:26.778,787.9044529042233
2025-03-24 00:14:41.778,788.8127935354044
2025-03-24 00:14:56.778,787.0710438298929
2025-03-24 00:15:11.778,787.0617780999013
2025-03-24 00:15:26.778,788.8060640914479
2025-03-24 00:15:41.778,791.1146601414987
2025-03-24 00:15:56.778,789.7685859853759
2025-03-24 00:16:11.778,787.2042717832695
2025-03-24 00:16:26.778,784.9271888231068
2025-03-24 00:16:41.778,781.6671403038705
2025-03-24 00:16:56.778,780.5430748048217
2025-03-24 00:17:11.778,781.0910186648642
2025-03-24 00:17:26.778,779.824884065454
2025-03-24 00:17:41.778,780.9065496533101
2025-03-24 00:17:56.778,782.5064135839585
2025-03-24 00:18:11.778,783.7254958521966
2025-03-24 00:18:26.778,785.6488237305449
2025-03-24 00:18:41.778,786.8648086718114
2025-03-24 00:18:56.778,785.8277587921344
2025-03-24 00:19:11.778,791.0678091906178
2025-03-24 00:19:26.778,792.230916945797
2025-03-24 00:19:41.778,791.206053957341
2025-03-24 00:19:56.778,793.495176011775
2025-03-24 00:20:11.778,794.0734603624807
2025-03-24 00:20:26.778,792.6086461062754
2025-03-24 00:20:41.778,791.8162967154796
2025-03-24 00:20:56.778,790.7831319842109
2025-03-24 00:21:11.778,789.4810731336167
2025-03-24 00:21:26.778,787.8640519304494
2025-03-24 00:21:41.778,784.038206001322
2025-03-24 00:21:56.778,777.3951090253596
2025-03-24 00:22:11.778,774.7552131627257
2025-03-24 00:22:26.778,771.487352783074
2025-03-24 00:22:41.778,773.9822187289125
2025-03-24 00:22:56.778,774.7379227539429
2025-03-24 00:23:11.778,775.1712013307408
2025-03-24 00:23:26.778,772.3785185379087
2025-03-24 00:23:41.778,770.4700003165311
2025-03-24 00:23:56.778,768.1937183464785
2025-03-24 00:24:11.778,768.0721314430881
2025-03-24 00:24:26.778,767.8975520605321
2025-03-24 00:24:41.778,769.1258869891356
2025-03-24 00:24:56.778,770.3043537019075
2025-03-24 00:25:11.778,770.9764841330957
2025-03-24 00:25:26.778,768.3214072379767
2025-03-24 00:25:41.778,769.7218753714914
2025-03-24 00:25:56.778,770.21843877186
2025-03-24 00:26:11.778,765.7870623377494
2025-03-24 00:26:26.778,767.1730945385616
2025-03-24 00:26:41.778,767.0248655527697
2025-03-24 00:26:56.778,767.0007012077344
2025-03-24 00:27:11.778,767.2739734003552
2025-03-24 00:27:26.778,766.7300233920519
2025-03-24 00:27:41.778,768.5487559968788
2025-03-24 00:27:56.778,769.3012377082888
2025-03-24 00:28:11.778,768.2569022810195
2025-03-24 00:28:26.778,768.2544623216739
2025-03-24 00:28:41.778,766.9727546654437
2025-03-24 00:28:56.778,766.7251492381868
2025-03-24 00:29:11.778,767.9214918703447
2025-03-24 00:29:26.778,764.8112685974999
2025-03-24 00:29:41.778,761.8668762354154
2025-03-24 00:29:56.778,762.5537911527377
2025-03-24 00:30:11.778,765.3436749691543
2025-03-24 00:30:26.778,766.811469388668
2025-03-24 00:30:41.778,768.7110179553885
2025-03-24 00:30:56.778,768.6774403606408
2025-03-24 00:31:11.778,767.7245755551235
2025-03-24 00:31:26.778,767.464930499547
2025-03-24 00:31:41.778,766.983040440119
2025-03-24 00:31:56.778,770.0167173427826
2025-03-24 00:32:11.778,771.7943757243739
2025-03-24 00:32:26.778,771.0841082843626
2025-03-24 00:32:41.778,767.8493035397006
2025-03-24 00:32:56.778,767.0473975360031
2025-03-24 00:33:11.778,767.6020495430186
2025-03-24 00:33:26.778,763.8008224128519
2025-03-24 00:33:41.778,759.4145256115833
2025-03-24 00:33:56.778,756.6810768818792
2025-03-24 00:34:11.778,756.4372353875234
2025-03-24 00:34:26.778,754.9580611607124
2025-03-24 00:34:41.778,753.9566491626017
2025-03-24 00:34:56.778,751.2535483711633
2025-03-24 00:35:11.778,750.4677985798845
2025-03-24 00:35:26.778,750.2963400915543
2025-03-24 00:35:41.778,751.3722278380734
2025-03-24 00:35:56.778,751.6892315455472
2025-03-24 00:36:11.778,755.1776293751747
2025-03-24 00:36:26.778,759.1490490445221
