Timestamp,Rate of Failed Requests
2025-03-31 11:32:40.179,0
2025-03-31 11:32:55.179,0
2025-03-31 11:33:10.179,0
2025-03-31 11:33:25.179,0
2025-03-31 11:33:40.179,0
2025-03-31 11:33:55.179,0
2025-03-31 11:34:10.179,0
2025-03-31 11:34:25.179,0
2025-03-31 11:34:40.179,0
2025-03-31 11:34:55.179,0
2025-03-31 11:35:10.179,0
2025-03-31 11:35:25.179,0
2025-03-31 11:35:40.179,0
2025-03-31 11:35:55.179,0
2025-03-31 11:36:10.179,0
2025-03-31 11:36:25.179,0
2025-03-31 11:36:40.179,0
2025-03-31 11:36:55.179,0
2025-03-31 11:37:10.179,0
2025-03-31 11:37:25.179,0
2025-03-31 11:37:40.179,0
2025-03-31 11:37:55.179,0
2025-03-31 11:38:10.179,0
2025-03-31 11:38:25.179,0
2025-03-31 11:38:40.179,0
2025-03-31 11:38:55.179,0
2025-03-31 11:39:10.179,0
2025-03-31 11:39:25.179,0
2025-03-31 11:39:40.179,0
2025-03-31 11:39:55.179,0
2025-03-31 11:40:10.179,0
2025-03-31 11:40:25.179,0
2025-03-31 11:40:40.179,0
2025-03-31 11:40:55.179,0
2025-03-31 11:41:10.179,0
2025-03-31 11:41:25.179,0
2025-03-31 11:41:40.179,0
2025-03-31 11:41:55.179,0
2025-03-31 11:42:10.179,0
2025-03-31 11:42:25.179,0
2025-03-31 11:42:40.179,0
2025-03-31 11:42:55.179,0
2025-03-31 11:43:10.179,0
2025-03-31 11:43:25.179,0
2025-03-31 11:43:40.179,0
2025-03-31 11:43:55.179,0
2025-03-31 11:44:10.179,0
2025-03-31 11:44:25.179,0
2025-03-31 11:44:40.179,0
2025-03-31 11:44:55.179,0
2025-03-31 11:45:10.179,0
2025-03-31 11:45:25.179,0
2025-03-31 11:45:40.179,0
2025-03-31 11:45:55.179,0
2025-03-31 11:46:10.179,0
2025-03-31 11:46:25.179,0
2025-03-31 11:46:40.179,0
2025-03-31 11:46:55.179,0
2025-03-31 11:47:10.179,0
2025-03-31 11:47:25.179,0
2025-03-31 11:47:40.179,0
2025-03-31 11:47:55.179,0
2025-03-31 11:48:10.179,0
2025-03-31 11:48:25.179,0
2025-03-31 11:48:40.179,0
2025-03-31 11:48:55.179,0
2025-03-31 11:49:10.179,0
2025-03-31 11:49:25.179,0
2025-03-31 11:49:40.179,0
2025-03-31 11:49:55.179,0
2025-03-31 11:50:10.179,0
2025-03-31 11:50:25.179,0
2025-03-31 11:50:40.179,0
2025-03-31 11:50:55.179,0
2025-03-31 11:51:10.179,0
2025-03-31 11:51:25.179,0
2025-03-31 11:51:40.179,0
2025-03-31 11:51:55.179,0
2025-03-31 11:52:10.179,0
2025-03-31 11:52:25.179,0
2025-03-31 11:52:40.179,0
2025-03-31 11:52:55.179,0
2025-03-31 11:53:10.179,0
2025-03-31 11:53:25.179,0
2025-03-31 11:53:40.179,0
2025-03-31 11:53:55.179,0
2025-03-31 11:54:10.179,0
2025-03-31 11:54:25.179,0
2025-03-31 11:54:40.179,0
2025-03-31 11:54:55.179,0
2025-03-31 11:55:10.179,0
2025-03-31 11:55:25.179,0
2025-03-31 11:55:40.179,0
2025-03-31 11:55:55.179,0
2025-03-31 11:56:10.179,0
2025-03-31 11:56:25.179,0
2025-03-31 11:56:40.179,0
2025-03-31 11:56:55.179,0
2025-03-31 11:57:10.179,0
2025-03-31 11:57:25.179,0
2025-03-31 11:57:40.179,0
2025-03-31 11:57:55.179,0
2025-03-31 11:58:10.179,0
2025-03-31 11:58:25.179,0
2025-03-31 11:58:40.179,0
2025-03-31 11:58:55.179,0
2025-03-31 11:59:10.179,0
2025-03-31 11:59:25.179,0
2025-03-31 11:59:40.179,0
2025-03-31 11:59:55.179,0
2025-03-31 12:00:10.179,0
2025-03-31 12:00:25.179,0
2025-03-31 12:00:40.179,0
2025-03-31 12:00:55.179,0
2025-03-31 12:01:10.179,0
2025-03-31 12:01:25.179,0
2025-03-31 12:01:40.179,0
2025-03-31 12:01:55.179,0
2025-03-31 12:02:10.179,0
2025-03-31 12:02:25.179,0
2025-03-31 12:02:40.179,0
2025-03-31 12:02:55.179,0
2025-03-31 12:03:10.179,0
2025-03-31 12:03:25.179,0
2025-03-31 12:03:40.179,0
2025-03-31 12:03:55.179,0
2025-03-31 12:04:10.179,0
2025-03-31 12:04:25.179,0
2025-03-31 12:04:40.179,0
2025-03-31 12:04:55.179,0
2025-03-31 12:05:10.179,0
2025-03-31 12:05:25.179,0
2025-03-31 12:05:40.179,0
2025-03-31 12:05:55.179,0
2025-03-31 12:06:10.179,0
2025-03-31 12:06:25.179,0
2025-03-31 12:06:40.179,0
2025-03-31 12:06:55.179,0
2025-03-31 12:07:10.179,0
2025-03-31 12:07:25.179,0
2025-03-31 12:07:40.179,0
2025-03-31 12:07:55.179,0
2025-03-31 12:08:10.179,0
2025-03-31 12:08:25.179,0
2025-03-31 12:08:40.179,0
2025-03-31 12:08:55.179,0
2025-03-31 12:09:10.179,0
2025-03-31 12:09:25.179,0
2025-03-31 12:09:40.179,0
2025-03-31 12:09:55.179,0
2025-03-31 12:10:10.179,0
2025-03-31 12:10:25.179,0
2025-03-31 12:10:40.179,0
2025-03-31 12:10:55.179,0
2025-03-31 12:11:10.179,0
2025-03-31 12:11:25.179,0
2025-03-31 12:11:40.179,0
2025-03-31 12:11:55.179,0
2025-03-31 12:12:10.179,0
2025-03-31 12:12:25.179,0
2025-03-31 12:12:40.179,0
2025-03-31 12:12:55.179,0
2025-03-31 12:13:10.179,0
2025-03-31 12:13:25.179,0
2025-03-31 12:13:40.179,0
2025-03-31 12:13:55.179,0
2025-03-31 12:14:10.179,0
2025-03-31 12:14:25.179,0
2025-03-31 12:14:40.179,0
2025-03-31 12:14:55.179,0
2025-03-31 12:15:10.179,0
2025-03-31 12:15:25.179,0
2025-03-31 12:15:40.179,0
2025-03-31 12:15:55.179,0
2025-03-31 12:16:10.179,0
2025-03-31 12:16:25.179,0
2025-03-31 12:16:40.179,0
2025-03-31 12:16:55.179,0
2025-03-31 12:17:10.179,0
2025-03-31 12:17:25.179,0
2025-03-31 12:17:40.179,0
2025-03-31 12:17:55.179,0
2025-03-31 12:18:10.179,0
2025-03-31 12:18:25.179,0
2025-03-31 12:18:40.179,0
2025-03-31 12:18:55.179,0
2025-03-31 12:19:10.179,0
2025-03-31 12:19:25.179,0
2025-03-31 12:19:40.179,0
2025-03-31 12:19:55.179,0
2025-03-31 12:20:10.179,0
2025-03-31 12:20:25.179,0
2025-03-31 12:20:40.179,0
2025-03-31 12:20:55.179,0
2025-03-31 12:21:10.179,0
2025-03-31 12:21:25.179,0
2025-03-31 12:21:40.179,0
2025-03-31 12:21:55.179,0
2025-03-31 12:22:10.179,0
2025-03-31 12:22:25.179,0
2025-03-31 12:22:40.179,0
2025-03-31 12:22:55.179,0
2025-03-31 12:23:10.179,0
2025-03-31 12:23:25.179,0
2025-03-31 12:23:40.179,0
2025-03-31 12:23:55.179,0
2025-03-31 12:24:10.179,0
2025-03-31 12:24:25.179,0
2025-03-31 12:24:40.179,0
2025-03-31 12:24:55.179,0
2025-03-31 12:25:10.179,0
2025-03-31 12:25:25.179,0
2025-03-31 12:25:40.179,0
2025-03-31 12:25:55.179,0
2025-03-31 12:26:10.179,0
2025-03-31 12:26:25.179,0
2025-03-31 12:26:40.179,0
2025-03-31 12:26:55.179,0
2025-03-31 12:27:10.179,0
2025-03-31 12:27:25.179,0
2025-03-31 12:27:40.179,0
2025-03-31 12:27:55.179,0
2025-03-31 12:28:10.179,0
2025-03-31 12:28:25.179,0
2025-03-31 12:28:40.179,0
2025-03-31 12:28:55.179,0
2025-03-31 12:29:10.179,0
2025-03-31 12:29:25.179,0
2025-03-31 12:29:40.179,0
2025-03-31 12:29:55.179,0
2025-03-31 12:30:10.179,0
2025-03-31 12:30:25.179,0
2025-03-31 12:30:40.179,0
2025-03-31 12:30:55.179,0
2025-03-31 12:31:10.179,0
2025-03-31 12:31:25.179,0
2025-03-31 12:31:40.179,0
2025-03-31 12:31:55.179,0
2025-03-31 12:32:10.179,0
2025-03-31 12:32:25.179,0
2025-03-31 12:32:40.179,0
2025-03-31 12:32:55.179,0
2025-03-31 12:33:10.179,0
2025-03-31 12:33:25.179,0
2025-03-31 12:33:40.179,0
2025-03-31 12:33:55.179,0
2025-03-31 12:34:10.179,0
