Timestamp,Rate of Total Requests
2025-01-18 10:02:05.869,257.5045153841535
2025-01-18 10:02:20.869,236.49382322997118
2025-01-18 10:02:35.869,242.14962677832696
2025-01-18 10:02:50.869,231.50012488563118
2025-01-18 10:03:05.869,227.93436126175993
2025-01-18 10:03:20.869,220.39271413396554
2025-01-18 10:03:35.869,214.43392269527723
2025-01-18 10:03:50.869,215.1427582371589
2025-01-18 10:04:05.869,203.1195950935401
2025-01-18 10:04:20.869,197.94890704931285
2025-01-18 10:04:35.869,186.96262594827877
2025-01-18 10:04:50.869,189.98439642544002
2025-01-18 10:05:05.869,172.87368052907553
2025-01-18 10:05:20.869,181.93593147616212
2025-01-18 10:05:35.869,193.36457095251808
2025-01-18 10:05:50.869,206.25455874229885
2025-01-18 10:06:05.869,218.63980966043488
2025-01-18 10:06:20.869,231.60112916072111
2025-01-18 10:06:35.869,247.5105741378568
2025-01-18 10:06:50.869,266.90922473860775
2025-01-18 10:07:05.869,282.3184031408503
2025-01-18 10:07:20.869,288.87008717057296
2025-01-18 10:07:35.869,303.7067227130766
2025-01-18 10:07:50.869,310.86389488961765
2025-01-18 10:08:05.869,324.3658238985618
2025-01-18 10:08:20.869,333.1817422405722
2025-01-18 10:08:35.869,349.8238229147685
2025-01-18 10:08:50.869,367.70919373604636
2025-01-18 10:09:05.869,384.3334817785515
2025-01-18 10:09:20.869,404.0665203903486
2025-01-18 10:09:35.869,428.07742819729486
2025-01-18 10:09:50.869,443.49693778613255
2025-01-18 10:10:05.869,462.1467156897638
2025-01-18 10:10:20.869,483.7464306363249
2025-01-18 10:10:35.869,505.39774539474564
2025-01-18 10:10:50.869,513.3934025146903
2025-01-18 10:11:05.869,536.3313363506446
2025-01-18 10:11:20.869,551.9337814290118
2025-01-18 10:11:35.869,564.0196201241674
2025-01-18 10:11:50.869,577.0875311563852
2025-01-18 10:12:05.869,591.8616283257774
2025-01-18 10:12:20.869,605.3740815678391
2025-01-18 10:12:35.869,616.6927516304875
2025-01-18 10:12:50.869,626.2054778676148
2025-01-18 10:13:05.869,637.746974641033
2025-01-18 10:13:20.869,648.2822445824937
2025-01-18 10:13:35.869,665.4556473468451
2025-01-18 10:13:50.869,685.8358996382182
2025-01-18 10:14:05.869,695.2867887596411
2025-01-18 10:14:20.869,707.9938574037499
2025-01-18 10:14:35.869,717.010055983461
2025-01-18 10:14:50.869,726.0348972192312
2025-01-18 10:15:05.869,731.5231730231388
2025-01-18 10:15:20.869,749.2985512295286
2025-01-18 10:15:35.869,766.8301381145561
2025-01-18 10:15:50.869,781.3146797751302
2025-01-18 10:16:05.869,804.179607111619
2025-01-18 10:16:20.869,819.8249315054071
2025-01-18 10:16:35.869,833.1449941329881
2025-01-18 10:16:50.869,847.5414983393468
2025-01-18 10:17:05.869,850.5170839454846
2025-01-18 10:17:20.869,842.0014932139276
2025-01-18 10:17:35.869,849.266024823927
2025-01-18 10:17:50.869,865.4489361925954
2025-01-18 10:18:05.869,866.0780087677441
2025-01-18 10:18:20.869,874.867489618777
2025-01-18 10:18:35.869,871.075292514668
2025-01-18 10:18:50.869,874.3552494524566
2025-01-18 10:19:05.869,881.6159833508773
2025-01-18 10:19:20.869,878.5818703891006
2025-01-18 10:19:35.869,866.1540220525612
2025-01-18 10:19:50.869,863.3675685988367
2025-01-18 10:20:05.869,860.724816645556
2025-01-18 10:20:20.869,864.1434984332739
2025-01-18 10:20:35.869,865.0531555119805
2025-01-18 10:20:50.869,863.6732298239398
2025-01-18 10:21:05.869,868.867246321476
2025-01-18 10:21:20.869,869.0836871342677
2025-01-18 10:21:35.869,867.666516186114
2025-01-18 10:21:50.869,873.8458945727217
2025-01-18 10:22:05.869,876.4622338265474
2025-01-18 10:22:20.869,872.0358606250587
2025-01-18 10:22:35.869,876.7917411691947
2025-01-18 10:22:50.869,873.9047778065678
2025-01-18 10:23:05.869,885.8987302012197
2025-01-18 10:23:20.869,886.2758368232012
2025-01-18 10:23:35.869,885.556374035147
2025-01-18 10:23:50.869,881.4026692784901
2025-01-18 10:24:05.869,868.0617251457357
2025-01-18 10:24:20.869,866.9837984095532
2025-01-18 10:24:35.869,862.9619691722137
2025-01-18 10:24:50.869,851.6986503140345
2025-01-18 10:25:05.869,838.9349135509465
2025-01-18 10:25:20.869,832.7503909442424
2025-01-18 10:25:35.869,834.7819734662987
2025-01-18 10:25:50.869,833.5960953973016
2025-01-18 10:26:05.869,836.1061562550769
2025-01-18 10:26:20.869,838.5549927591195
2025-01-18 10:26:35.869,833.1272631597673
2025-01-18 10:26:50.869,832.7482332493475
2025-01-18 10:27:05.869,835.4856585766444
2025-01-18 10:27:20.869,856.5913016904836
2025-01-18 10:27:35.869,873.2181462801032
2025-01-18 10:27:50.869,874.4545566610622
2025-01-18 10:28:05.869,878.2409239315232
2025-01-18 10:28:20.869,882.6358540507707
2025-01-18 10:28:35.869,878.617301458792
2025-01-18 10:28:50.869,877.7119482556778
2025-01-18 10:29:05.869,880.9069257525459
2025-01-18 10:29:20.869,888.9326432701541
2025-01-18 10:29:35.869,896.3571922975611
2025-01-18 10:29:50.869,907.468054836145
2025-01-18 10:30:05.869,891.3455957859397
2025-01-18 10:30:20.869,882.7414571587714
2025-01-18 10:30:35.869,880.5946338173692
2025-01-18 10:30:50.869,877.8671559329415
2025-01-18 10:31:05.869,879.886603228829
2025-01-18 10:31:20.869,883.1464489390285
2025-01-18 10:31:35.869,877.375825909127
2025-01-18 10:31:50.869,880.5377204464849
2025-01-18 10:32:05.869,886.7353761815194
2025-01-18 10:32:20.869,888.9612678545046
2025-01-18 10:32:35.869,866.5101763763865
2025-01-18 10:32:50.869,867.5277433217414
2025-01-18 10:33:05.869,857.1071975865998
2025-01-18 10:33:20.869,851.724415344484
2025-01-18 10:33:35.869,840.391993620147
2025-01-18 10:33:50.869,840.1314806036487
2025-01-18 10:34:05.869,841.1419325316695
2025-01-18 10:34:20.869,850.4345717733381
2025-01-18 10:34:35.869,859.0133996488402
2025-01-18 10:34:50.869,864.7424835718987
2025-01-18 10:35:05.869,866.8333689609711
2025-01-18 10:35:20.869,862.1458907193105
2025-01-18 10:35:35.869,860.5578020614732
2025-01-18 10:35:50.869,856.250335409397
2025-01-18 10:36:05.869,858.0493430614101
2025-01-18 10:36:20.869,859.1451380358908
2025-01-18 10:36:35.869,849.5246520759313
2025-01-18 10:36:50.869,852.5644851239051
2025-01-18 10:37:05.869,856.6406961004781
2025-01-18 10:37:20.869,858.3132072491659
2025-01-18 10:37:35.869,865.4544671913795
2025-01-18 10:37:50.869,851.4019202327402
2025-01-18 10:38:05.869,847.706162678981
2025-01-18 10:38:20.869,837.0854066007494
2025-01-18 10:38:35.869,834.1374476929279
2025-01-18 10:38:50.869,844.2071643746127
2025-01-18 10:39:05.869,835.0520985904831
2025-01-18 10:39:20.869,840.4522485594189
2025-01-18 10:39:35.869,842.3127798683856
2025-01-18 10:39:50.869,845.8486688812659
2025-01-18 10:40:05.869,853.9788560580988
2025-01-18 10:40:20.869,866.8612056244674
2025-01-18 10:40:35.869,850.2805247146357
2025-01-18 10:40:50.869,838.7857508933165
2025-01-18 10:41:05.869,836.3174223957975
2025-01-18 10:41:20.869,848.1829143338831
2025-01-18 10:41:35.869,859.7215453810712
2025-01-18 10:41:50.869,852.7267820489466
2025-01-18 10:42:05.869,825.6242103276741
2025-01-18 10:42:20.869,811.9892566432673
2025-01-18 10:42:35.869,806.9255111749935
2025-01-18 10:42:50.869,809.7286375378532
2025-01-18 10:43:05.869,797.3991802724744
2025-01-18 10:43:20.869,793.8037004899734
2025-01-18 10:43:35.869,801.4481576668107
2025-01-18 10:43:50.869,798.7713972646765
2025-01-18 10:44:05.869,802.5493981541013
2025-01-18 10:44:20.869,816.7569463732888
2025-01-18 10:44:35.869,809.3898429117846
2025-01-18 10:44:50.869,823.3599440701664
2025-01-18 10:45:05.869,818.9585700285
2025-01-18 10:45:20.869,831.2006781485467
2025-01-18 10:45:35.869,822.7354097696746
2025-01-18 10:45:50.869,822.0282406160126
2025-01-18 10:46:05.869,815.8565714083433
2025-01-18 10:46:20.869,825.3162092717832
2025-01-18 10:46:35.869,830.281696105278
2025-01-18 10:46:50.869,828.9539179409481
2025-01-18 10:47:05.869,822.461559085381
2025-01-18 10:47:20.869,823.7105876196841
2025-01-18 10:47:35.869,821.8046948401325
2025-01-18 10:47:50.869,834.6464354590927
2025-01-18 10:48:05.869,837.5181582799513
2025-01-18 10:48:20.869,840.1216465645547
2025-01-18 10:48:35.869,835.490272916968
2025-01-18 10:48:50.869,841.4374077177055
2025-01-18 10:49:05.869,841.1504897105386
2025-01-18 10:49:20.869,836.4518927684469
2025-01-18 10:49:35.869,836.9400317164716
2025-01-18 10:49:50.869,845.2838958333527
2025-01-18 10:50:05.869,851.5641119508578
2025-01-18 10:50:20.869,860.8057124112889
2025-01-18 10:50:35.869,865.2157591704513
2025-01-18 10:50:50.869,860.192617895697
2025-01-18 10:51:05.869,852.8636622324723
2025-01-18 10:51:20.869,851.2982074001388
2025-01-18 10:51:35.869,847.88251045844
2025-01-18 10:51:50.869,840.6640528660954
